,clean_text,sentiment
14208,packingnya keren rapi n aman pake bubble wrap semoga awet ,positive
14209,produk kedua yg saya beli disini masih memuaskan produk sesuai dan ori ,positive
14210,barang sudah diterima semoga awet nantinya ,positive
14211,terima kasih sudah sampai jamnya packing ok dan pengiriman cepat sampai ,positive
14212,mantappppppppppoopppp,positive
14213,produk bagus packing rapih belum coba dark in glowingnya semoga awet dan tahan banting ,positive
14214,gud stuff wif d best price higha quality wif prestige,positive
14215,jam tangannya simple warnanya strapnya menarik mudahan awet,positive
14216,produk bagus sesuai harapan ,positive
14217,fast respon good quality tp koq ga nyala dlm gelap glow in the dark yaa ,positive
14218,barang sudah diterima packing rapi dan aman terimakasih,positive
14219,barang ok kali la pokok nya la recomended sekali sesuai deskripsi dan gambar,positive
14220,thanks gan udah mendarat ,positive
14221,barang sesuai deskripsi dan pengiriman cepat makin sukses jualanya,positive
14222,sesuai gambar respon cepat pokoknya oke oke,positive
14223,jamnya bagus dan pengirimannya cepat tq ,positive
14224,diameternya ternyata nbesar jadi pengen jual lagi,negative
14225,saya senang produknya dipaketkan dengan rapindan tidak ada cacat,positive
14226,thx ya gan brngnya bagus n cpt smpnya blm saya coba smoga sesuai dgn deskripsinya,positive
14227,barang sesuai gambar packinya rapih untung dpt harga sale jd murah haha ,positive
14228,terima kasih pesanan sudah diterima ,positive
14229,barangnya bagus respon cepat tapi ngga tau original columbia atau bukan dan glow in the dark nya krg nyala semoga awet deh ya thanks ,positive
14230,sesuai foto dan deskripsi,positive
14231,pengiriman cepat sesuai pesanan semoga awet,positive
14232,packing rapi amp aman kualitas barang bagus ,positive
14233,mantulllll produk sesuai,positive
14234,good product recommended seller,positive
14235,thankss ya jamnya udh sampe ori dijamin,positive
14236,sukaaa dan kiyut ,positive
14237,mangtabbbbbbb keren ,positive
14238,produk bagus dan original,positive
14239,tengkyu lagi gan ,positive
14240,barangnya bagus recommended banget buat temen ya mau belik gak nyesel de cok buat kegelapan tapi jangan lupa d flash dlu pakek camera hpnya nyesel la kalo gak belik terimakasi banyak ya kaka,positive
14241,packing rapi pengiriman cepat produk yg diterima sesuai dgn pic,positive
14242,terima kasih barang sesuai harapan dan original mantap,positive
14243,barang sesuai kondisi di deskripsi packing mantab,positive
14244,produk yang baru saya kenal dengan promo yg ada memberikan kesempatan untuk melihat produknya ini dan alhasil bagus produknya dan bisa disandingkan dengan swatch utk tipe yang casual ,positive
14245,barang sesuai dan packingnya rapih,positive
14246,barang sesuai deskripsi semoga awet terima kasih,positive
14247,ini pembelian yang kedua di moment watch lewat flash sale barangnya bagus dan berkualitas semoga ada discount lagi lewat flash sale jadi bisa repeat order terima kasih banyak untuk pengiriman jam nya ,positive
14248,pengiriman cepat amp barang bagus,positive
14249,kualitas produk ok fast response pengiriman cepat mantap,positive
14250,barang bagus mantap sesuai,positive
14251,keren bgt packing jg rapi pengiriman cepat,positive
14252,produk sangat baik tapi untuk pengirimannya agak lama dari kurirnya overall store ini recommended,positive
14253,desain jam simple cocok untuj sehari hari,positive
14254,jam tangannya sesuai dengan deskripsi gambar bagus baru dan berkelas pengiriman rapi dan respon penjual juga cepat luar biasa ,positive
14255,barang oke sesuai gambar mayan lah,positive
14256,terimakasih pesanan sudah sampai,positive
14257,lumayan n diskonnya manteb bgt dech pengiriman agak lama mungkin lg full order,positive
14258,barang bagus packing oke pengiriman cepat ,positive
14259,halo maaf baru kasih ulasan krn baru sampe ditangan saya paketnya hahahaha saya suka warnanya simple juga bentuknya suka banget kak ,positive
14260,packing rapih n jam nya berfungsi dgn baik ,positive
14261,produk ori mulus dan fungsi semua sempet degan ga dikirim pdhl pake yes syukurlah seller komunikasinya bagus thanks gan ,positive
14262,responnya cepat packing rapi barang sesuai dgn spesifikasi yg diberikan,positive
14263,jam tangan bagus sempet ga tau kalau nyala dalam gelapnya perlu disorot cahaya dulu setelah dikasih tau dicoba dan berhasil ,positive
14264,barang bagus dan ori pengiriman nya juga cepat,positive
14265,bagussss ,positive
14266,terimakasih jamnya semoga awet ,positive
14267,packing rapih barang ori seller ok kurang nyala glow in the dark nya ,positive
14268,barang baru sampe tadi siang packingnya rapi dan sesuai banget sama deskripsi recomended seller ,positive
14269,barang original dan sesuai deskripsi pengiriman tepat waktu thanks,positive
14270,good packing kerendsss cuma pengirimannya agak lama but so far is recomended selller thx yaa,positive
14271,bagus seneng nerima amp make nya ,positive
14272,bagus murah dapet pas lagi flash sale ,positive
14273,packing rapi response penjual baik produk sesuai banget cuma diameter nya ternyata kecil jd agak kurang pas ditangan saya yg gede ,positive
14274,barang mantaaaaaaap sering flash sale gan,positive
14275,barangnya diterima dengan baik kualitas bagus dan asli pas untuk ukuran wanita bukan tipe yang sangat kecil ,positive
14276,sesuai pesanan terina kasih ,positive
14277,barang sesuai dengan foto packaging juga rapih di kasih bubble biar tidak lecet ada box nya juga terima kasih,positive
14278,terima kasih gan pesanan sudah diterima sesuai dengan keinginan ,positive
14279,barang original berfungsi dengan baik recommended seller terima kasih gan semoga agan selalu sehat dan bahagia ,positive
14280,super fast response n delivery,positive
14281,terimakasih mantabbbbbbbbbbbbbbbbbbb,positive
14282,bagus kerennn seem youngest ,positive
14283,toko bagus barang nya kerennn,positive
14284,barang cepat sampai sesuai deskripsi jam dan tanggal sudah di setting tinggal pakai mantap ,positive
14285,barang sudah tiba dengan baik dan sesuai dengan foto mantab,positive
14286,barang sangat keren g nyesel beli di sini dan terpercaya maaf jika saya berbuat salah semoga sukses buat tokonya ,positive
14287,barangnya biasa aja untung belinya dapet harga flash sale kalo harga asli dbandingin sama barangnya mah mending beli merk lain aja mana sellernya juga ngeproses pembeliannya lama bener lagi tapi bintang diatas cuma buat penilaian barang jadi masih bisa dapet bintang ,negative
14288,sesuai barang bagus berkualitas original,positive
14289,puasss benerr beli disini produk sesuai deskripsi pelayanan ramah,positive
14290,merk seibu mejeng di tokped pas flesh sel lg rejeki anak soleh ,positive
14291,keren brg bagus ori dan mantap dilihat dan dipake tdk rugi meskipun dapetnya harus nunggu sampe tengah malem thanks u moment watch official dan toped maju terus,positive
14292,mantap bgt produk keren dan harga murah makasi banyak yah ,positive
14293,produk bagus dan mantap,positive
14294,thx sdh sampai lumayan berat ,positive
14295,warna dan ukuran sesuai deskripsi pengiriman standart kualitas barang bagus sesuai expektasi pelayanan toko bagus jam datang jarum detiknya lepas dan chat ke seller bisa diretur atau diganti baru recomended ,positive
14296,barang mantap pengiriman cepat,positive
14297,barang sudah diterima dalam kondisi baik pengiriman lumayan cepat dengan packing yang lumayan bagus kelengkapan tidak sesuai dengan deskripsi yang tertera tanpa kotak atau kaleng jam dan kartu garansi apapun hanya kotak berupa karton tebal dibungkus mika dengan faktur penjualan entah nanti gimana kalo klaim garansinya worth it atau tidak dengan harga segitu tapi mudah mudahan awet lah terima kasih ,positive
14298,mantap respon cepat produk mantap paling pgtg harga sangat terjangkau ,positive
14299,bagus bangat berfungsi semua dgn baik alhamdulillah dapat jam tangan columbia sesuai keinginan pas bangat lagi ditangan aku terimakasih,positive
14300,puas dengan layanan seller barang ori dan berkualitas,positive
14301,bagus packing ok thanks ,positive
14302,juara daaah mudahan ada promo dengan potongan harga yg lebih gokil lagi makasih juragan ,positive
14303,bagus sekali produk nya paket dibungkus sangat safety,positive
14304,mantaaaaabbbb oke bgt,positive
14305,barang mantab lapak yg ramah pengiriman cepat trimaksih,positive
14306,mantap terimakasih,positive
14307,barang bagus harga bagus respon bagus ,positive
14308,bagus sangat puas thanks gan,positive
14309,barang sesuai pesanan simple dan elegan pengiriman cepat ,positive
14310,baguss ori mantapppp,positive
14311,barang sampai dengan cepat,positive
14312,barang ok bgt mantap ,positive
14313,barang bagus mudahan awet ,positive
14314,jam tangannya bagus pengiriman cepat mantab,positive
14315,thx sesuai brgnya,positive
14316,pengiriman cepat packing rapi dpt harga flash sale n cashback barangnya juga bagus ,positive
14317,barang sdh sampai kondisi oke semoga awete,positive
14318,rating bintang sangat puas dapet waktu flash sale harga terjangkau kualitas mantap cuma usul lain kali packingnya pake bubble wrap supaya lbh aman overall good service good quality ,positive
14319,barang bagus sesuai harga ,positive
14320,barang sesuai pesanan dan sudah digunakan,positive
14321,jam nya bagus kualitas oke banget tks pembelian yg ke ditunggu promo berikutnya,positive
14322,pembelian kedua mantul gan,positive
14323,thanks ya gan barangnya telah tiba dengan selamat gbu ,positive
14324,sesuai gambar bagus good job ,positive
14325,ukuran amp wrn sesuai foto tp tgl nya kok tdk bergerak ya dr kemarin tgl terus ini ada garansinya kan ,positive
14326, original semoga awet thx,positive
14327,fast seller barang original bagus harga mantap thanks,positive
14328,mantabs ,positive
14329,tampilan sederhana namun berkualitas ingin jas hujan berkualitas kunjungi acold store ,positive
14330,barang sesuai deskripsi bagus sekali mantap amp nyaman dipakai terima kasih ,positive
14331,barang bagus sesuai deskripsi lengkap dengan standnya pengiriman juga cepat jam tangannya juga solid dan tahan air desain classic dan agak sporty recommended ,positive
14332,puas sekali dapet dari flash sale jam tangan kualitas ,positive
14333,fast respon makasihhhh,positive
14334,benar benar authorized dealer dan recommended seller barang sampai dengan bukti pembayaran yang sah sehingga mudah untuk klaim garansi dikemudian hari ,positive
14335,overall jam nya bagus ternyata agak berat pengiriman hanya hari kerja karena weekend tokonya tutup kalau belanjanya weekend sabar aja ,positive
14336,barang bagus dapat bonus ,positive
14337,kualitas produk sangat bagus dan bekerja dengan baik,positive
14338,produk sesuai deskripsi bonus pun sesuai thx,positive
14339,tq brgny sdh sampai gan ,positive
14340,pesanan sesuai di gambar barangnya mantap dan jg ori tks ya ,positive
14341,makasih barang sudah sampai sesuai deskripsi ,positive
14342,pengiriman cepat packing rapih produk bagus terima kasih ,positive
14343,barang sangat bagus seller responsif,positive
14344,jam berfungsi dengan baik hanya kotak jam sedikit rusak pada bagian belakang ,negative
14345,respon cepat produk sesuai dengan gambar kualitas oke,positive
14346,bagus barangnya sesuai dgn deskripsi ,positive
14347,barang telah sampai dg selamat sejauh ini sgt memuaskan semoga awet ,positive
14348,ori n cantik suka bgt,positive
14349,fast respond tapi produknya ya gt lah kecil tipis dan ringan sekali ,positive
14350,barang sdh sampai ternyata kecil ya modelnya,positive
14351,batang sesuai gambar bagus packing rapi,positive
14352,packing rapih produk original thx seller ,positive
14353,barang ori amp cepat sampai dpt harga murah,positive
14354,mantap barang ori cepat sampai dan puaaaasss bagusss,positive
14355,barang bagus modelnya aga kecil kaya jam cwe tp gpp overall good,positive
14356,barang sangat bagus dan original,positive
14357,dua kali beli disini bagus layanannya ,positive
14358,barang cepat sampai tujuan kualitas ok,positive
14359,cepet sampe ny semoga awet ,positive
14360,packing bagus pengiriman cepat good seller semoga jam nya awet amin ,positive
14361,jamnya baguss sesuai dengan ekspektasi bahkan menurut gua lebih bagus aslinya di banding gambarnya sukses terus untuk tokonyaaa,positive
14362,barang sesuai deskripsi original pengiriman sedikit terlambat ,positive
14363,sesuai pesanan mudahan awet ,positive
14364,terima kasih kak barang sudah sampai yah ,positive
14365,sesuai pesanan respon penjual baik,positive
14366,barang sudah diterima manteebbb,positive
14367,ok barang dah diterimaaaaaaa,positive
14368,packing rapi barang bagus dan sesuai ,positive
14369,barang bagus outomatic original penjual baik fast respon sayang untuk ac ini rantainya kurang bagus seperti murahan ,positive
14370,terimksih gan barangnya sesuai pesnan,positive
14371,paket sudah diterima kualitas ok siipp trims yak ,positive
14372,thx gaaaaaaaaaaaaaaaan,positive
14373,sesuai foto aplikasi semoga awet,positive
14374,mantapp betulllllllllllllll,positive
14375,mantap betul mantap betul,positive
14376,kesesuaian dengan deskripsi ,positive
14377,brng y sdh nymp manstafh ,positive
14378,barang bagus bgt packing rapih dn semua ok trmksh ,positive
14379,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,positive
14380,produknya sesuai deskripsi pengemasan rapi tapi sellernya pendiam terima kasih,positive
14381,barang yang diterima sesuai semoga awet dipakainya,positive
14382,packing rapih pengiriman jg cepat,positive
14383, pengiriman cepat produk bagus seller nya pelit ngomong,positive
14384,produk sesuai deskripsi kualitas produk bagus dipaket dengan rapi dan tidak cacat terima kasih atas pelayanan terbaiknya ,positive
14385,makasih ya i love it ,positive
14386,jam ok bagus sesuai deskripsi sayang lem perekat pada tali jam tangan tidak kuat sehingga baru beberapa hari saya pakai sudah mulai lepas antara pelapis dan dasarnya ,positive
14387,barang dah diterima thanks barang sesuai gambar,positive
14388,tali rantai nya ga d kasih gaa sesuai deskripsi,negative
14389,cakeepp banget jamnya cucok bgt di tangan sukaa recommended,positive
14390,barangnya bagus sesuai sama harapan sukses terus ,positive
14391,super mantap dan spektakuler,positive
14392,thanks saya suka sama modelnya imut ,positive
14393,produk sesuai dengan aplikasi dan keterangan produk pengiriman juga cepat mantaps,positive
14394,jam nya bagus sayang pengiriman nya lama,positive
14395,rapih packing nya respon cepat,positive
14396,barang ada lecet sedikit di bagian samping pinggiran mungkin karena barang flash sale over all saya puas ,positive
14397,siap siap siap terima kasih ya,positive
14398,pengiriman cepat harga mantap murah bgt box bagus dan original ,positive
14399,produk asli dan bagus saya sangat suka jamnya,positive
14400,alhamdulillah packing ok produk ok puas deh ,positive
14401,untuk yg ketiga kalinya beli jam disini sangat memuaskan jamnya keren bagus elegant ,positive
14402,jam nya bagus saya suka hanya saja ukurannya tipe model jam kecil kali ya overall bagus sih semoga awet mesin dan fisiknya terutama awet dr gesekan utk tali besi dan kaca jamnya serta batu swarowski nya semoga ga tanggal aamiin ,positive
14403,produk sesuai deskripsi barusan dicoba memuaskan semoga awet barangnya packing rapi dan aman karena ekstra bubble wrap recommended deh ,positive
14404,belum dicoba semoga sesuai ekspetasi,positive
14405,paketnya sudah saya terima seller terima kasih,positive
14406,ketika menerima barang yang dikirim kondisinya mati kemudian ketika di klaim responnya lama banget apalagi ketika minta alamat toko offline untuk retur mana biaya sendiri terkesan ditutupi sorry for this comment ,negative
14407,thank you so much for the product beyond my expectation nice design amazing also i got this watches from flash sale what a lucky am i thank you ,positive
14408,diluar ekpektasi ternyata lebih keren dr yg di gambar puas banget plus dapet harga flashsale jadi makin puas ,positive
14409,produk bagus recomended seller,positive
14410,barangnya bagus ada kendala langsung ditukar yang baru terima kasih zeca watches ,positive
14411,barang sudah diterima sesuai,positive
14412,walpaper dalam jam kacanya lecek setengah ga sesuai dengan pict,negative
14413,sesuai gambar semoga awet,positive
14414,mantap pula memang produknya ini recommended ,positive
14415,baik baik walaupun ad kendala,positive
14416,kwalitas ok pengirimannya cepat,positive
14417,barangnya kerenn murah meriahh,positive
14418,produk sesuai deskripsi barang recomended,positive
14419,harga sesuai dgn kualitas semoga awet,positive
14420,barang sudah diterima kwalitas bagus paking rapi sukses slalu,positive
14421,barang original fast respon,positive
14422,bagus sesuai gambar semoga awet garansi tahun ya ,positive
14423,sesuai dengan produk dan berfungsi dgn baik terima kasih ,positive
14424,bagus banget sesuai dgn harganya pengiriman juga cepat makasih ,positive
14425,imut jamnya tp bagus packing aman,positive
14426,mantap semoga awet hehe tks,positive
14427,barang sesuai dan original,positive
14428,fast respon mdhn jamnya awet,positive
14429,respon cepat barang keren pelayanan memuaskan,positive
14430,walau lama dikit ngirimnya tapi produk memuaskan,positive
14431,barang bagus mantapp semoga tahan lamaa,positive
14432,saya senang produknya dipaketkan dengan rapi dan tidak ada cacat siip pokoknya recommended ,positive
14433,bintang dong gue suka modelnya elegan nyeleneh ada kuningnya love it tq ,positive
14434,bagus ternyata type ini ada tanggalnya packing rapi n pengiriman super cepat ,positive
14435,pengiriman cepat packaging rapi dan aman bubble wrap barang sesuai dengan foto ,positive
14436,barang seperti di gambar mantap,positive
14437,mantap untung sesuai deskripsi,positive
14438,pengiriman cepat barang bagus elegan ori garansi tahun recommended seller,positive
14439,sangat memuaskan dan sesuai harapan keren banget ,positive
14440,barangnya mantap respon jg cepat sampe cuma ada sedikit masalah tgl jam terlalu kecil tapi barang ok ,positive
14441,recomended seller bagus barangnya packingnya jg oke,positive
14442,beruntung bisa dapet di flash sale barang oke banget original garansi tahun keren pokok nya deh terima kasih zeca watches,positive
14443,jam tangan yang bagus mewah dan elegan alhamdulillah pas promo dpt jam beginian suka banget terbaik pokoknya ,positive
14444,sangat recommended ,positive
14445,barang nya bagus pengiriman cepat n packing bagus,positive
14446,produk diterima dengan baik kemasan bagus dan tampilan ok banget ,positive
14447,pesanan sesuai harganya murah beli waktu flash sale fungsi nya berjalan dengan baik pengiriman cepat kemasan bagus,positive
14448,bagus jamnya keren simpel dan elegan suka bgt thanks ,positive
14449,jamnya keren bagus mantap,positive
14450,warna strap ternyata lebih muda daripada yang di foto tapi overall oke fast action recommended seller,positive
14451,nice product and seller service excellence recommended ,positive
14452,produk asli packaging bubble wrap aman even masih ada harga aslinya dari toko ada kartu garansinya juga sayang sekali jam nya datang tanpa baterai ,positive
14453,sangat memuaskan barang bagus harga oke mantap pokoknya mksh ya,positive
14454,barang sesuai dengan deskripsi packaging dalam pengiriman sangat baikdan rapih dan cepat sampai walau dengan ekspedisi reguler ,positive
14455,ukuran dan warna sesuai dengan foto barang bagus cepat sampai recommended ,positive
14456,pengiriman cepat packing mantap barang josss ,positive
14457,jamnya bagus sesuai pesanan,positive
14458,bagus harga diskon jg sesuai yg di inginkan,positive
14459,pengiriman sangat kilat dan cepat diproses trims,positive
14460,barang sudah sampai packing mangtabs ,positive
14461,baranb sesuai dengan gambar mantap djiwa ,positive
14462,wah thanks packing rapi barang sudah diterima dengan baik thanks ya,positive
14463,jam bagus packaging oke banget,positive
14464,seperti biasa respon cepat packing rapih asik pokoknya,positive
14465,packing outstanding kalo barang mah yah timex pasti keren,positive
14466,produk sesuai dengan ekspektasi,positive
14467,barang telah diterima packing dan kualitas bintang ,positive
14468,mantap gan barang sampai dengan selamat dan barang sesuai keinginan recomend ,positive
14469,barang sangat baik sesuai deskripsi,positive
14470,packing nya rapi pengiriman juga cepat,positive
14471,barang sesuai semoga tidak cepat rusak pengiriman cepat sekaliii produk dan penjual sangat recommended ,positive
14472,thank you timex indonesia terbaik,positive
14473,sesuai deskripsi di atas ekspektasi,positive
14474,produk ori dan sesuai gambar keren ,positive
14475,super kerenn barangnya,positive
14476,terbaik memang respon cepat packing bagus barang mulus ,positive
14477,barang sudah sampai dan sesuai dengan gambar thanks ,positive
14478,baraaanngg mantappppppppppttttt,positive
14479,bagus pengirimannya cepat packing aman dari the watch co,positive
14480,barang sesuai pengiriman aman cepat ,positive
14481,pengiriman lumayan cepat barang sesuai pesanan dan packingnya oke makasih timex,positive
14482,mantab cpt sampe brg sesuai pesenan ,positive
14483,ada kendala sedikit di pengiriman terobati dengan kualitas dan pelayanan memuaskann mari kita berlangganan thanks timexxx,positive
14484,terima kasih jam timex telah kami terima,positive
14485,proses cepat dan barang bagus sesuai di etalase,positive
14486,sudah diterima dan bagus semoga bertahan lama,positive
14487,saya suka karena face nya sederhana cocok dengan strap macam macam strap bawaannya cukup bagus sayang yang kulit walaupun terlihat bagus namun setelah beberapa kali pemakaian sudah terlihat banget bekasnya ,positive
14488,terima kasih sesuai pesanan bagus,positive
14489,pengiriman tolong dipercepat kedepannya apa hari sabtu libur ya packing bagus kualitas jam lumayan lah sesuai harga,positive
14490,barang sudah sampai dan berfungsi dengan baik maaf telat kasih konfirmasi karna long weekend,positive
14491,jamnya sdh sampai tampak keren saat dipakai terima kasih,positive
14492,kalo yang ada pada dirinya dan gw gak,positive
14493,thanks timex jamnya sdh sampai,positive
14494,barang bagus gan packing rapi banget sukses terus,positive
14495,barang sesuai datang tepat waktu,positive
14496,packing bagus barang juga bagus dan original tentunya thnks,positive
14497,barang sudah sampai packing rapi nice ,positive
14498,jam sudah diterima dengan kondisi baik packingnya rapi jamnya mantap recommended,positive
14499,akhirnya yg diincer dr lama sdh ada terima ksh bnyk atas great service nya,positive
14500,barang bagus dan sangat pas cepat sampai,positive
14501,sudah sampe sesuai harapan barangya packing dlmnya ok tp kardus packing pas bukaan robek kayak br diintip dalemnya tapi barang utuh bublenya kuat mksh timex kpn order lagi,positive
14502,bagus mudah mudahan awet tnks,positive
14503,barangnya sesuai packing nya rapih dan proses nya cepat thanks timex ,positive
14504,pengiriman cepat pesan hari ini besok sudah sampai packing dengan bubble wrap yang tebal dan ada tambahan kotak lagi selain kotak jamnya produk sesuai spesifikasi dan garansi resmi ,positive
14505,respon cepat saya puas ,positive
14506,terlalu ringan tidak seperti jam saya terdahulu,positive
14507,packing mantap rapih dan aman produk sesuai pesanan recommended seller and product terimakasih timex and tokopedia ,positive
14508,pelayanan super cepat dan resposif bravo ,positive
14509,biar bintang yg bicara kyknya saya pembeli promo terakhir hahaha thx twc tokped,positive
14510,sesuai harapan keren ,positive
14511,very cool and stylish watch,positive
14512,baguuuuusssssss sesuai dengan gambar,positive
14513,mantap kali kali mantap,positive
14514,keren produknya dipaketkan sangat rapi dan tdk cacat sama sekali produknya realpict,positive
14515,untuk barang recomended,positive
14516,sangat memuaskan keren,positive
14517,terima kasih sesuai pesanan recommended seller,positive
14518,barang mulus ori dan new ,positive
14519,pembelian kedua saya desain bagus saya sangat cocok dengan strapnya cocok untuk outdoor cuman pake chrononya ribet overall puas untuk yg satu ini,positive
14520,terkirim overall bagus namun bagi calon pembeli alangkah baiknya jika melakukan transaksi sesuai jam buka toko karena jika pesan sabtu dg pengiriman kilat barang akan tetap dikirim hari senin sesuai jam buka toko ini salah saya yg ga baca info timex anyway mantaps jiwa ,positive
14521,pelayanan memuaskan dan fast respon terima kasih ,positive
14522,barang oke dan pelayanan baik,positive
14523,jamnya kereeenn harga terjangkau tks,positive
14524,mantap gan barang nya ,positive
14525,jamnya sesuai dan bagus seperti yg saya liat di mal terima kasih timex indonesia sukses selalu ,positive
14526,barang sesuai pengiriman cepat packing rapi sayang tidak dengan baterai,positive
14527,untuk produk tidak diragukan lagi jelas bagus dan asli keren cuma sayang awalnya saya tidak notice kalau toko ini hanya buka di hari kerja saya pesan hari minggu tapi di hari senin langsung diproses dengan cepat dan sore sudah diterima udah gitu packagingnya rapi luar biasa bubble wrap berlapis lapis nggak salah deh beli disini tapi ya itu sayang cuma buka di weekdays ,positive
14528,respon cepat barang langsung sampai as expected terimakasih ,positive
14529,nice ,positive
14530,sudah sampai dan packing bagus,positive
14531,produk ok pengiriman cepat respon baik,positive
14532,barangnya bagus sesuai deskripsi packing aman barang terjamin selamat sampai tujuan respon admin cepat mantab thankyou ,positive
14533,recommended seller respond seller juga cepat barang dikirim sangat rapi dengan bubble wrap lapis dan hard box dan dilapis bubble wrap lagi tbh barang lebih bagus aslinya dari pada di gambar thanks ,positive
14534,berkualitas dan berfungsi dengan baik mantab,positive
14535,jam original n packaging rapi,positive
14536,respon amp pengiriman cepat packing proper ,positive
14537,pengiriman cepat dan packaging aman thankss,positive
14538,aduh gan gimana yah kok saya bingung mau ulas apa sepertinya tinggal pake sama senyum ajah udah bahagia banget rasanya jangan buka lapak ini deh bapernya beraaat pengiriman cepat sesuai deskripsi harganya cuccok aku padamu gan ,positive
14539,kualitas barang lumayan bagus packing nya jga sangat rapih dan aman recommended bgt niih,positive
14540,penggemar setia timex seneng ada toko officialnya di toped,positive
14541,barang tidak seperti ori ,negative
14542,barang lengkap dan bagus sesuai foto dan deskripsi proses cepat packing sangat aman semoga awet jamnya ,positive
14543,packing bagus barang bagus sesuai deskripsi ada yang bisa share untuk setting tanggal ,positive
14544,pengiriman cepat barang original mantap,positive
14545, original bagus banget jamnya packing rapih pengiriman cepat,positive
14546,mantap bos jamnya lain kali beli disini lagi dah,positive
14547,kualitas produk dan jaminan after sales service tidak perlu diragukan lagi namun kedepan data stock harus real time supaya calon customer langsung tahu ketersediaan stock dan juga respon admin bisa lebih ditingkatkan terima kasih,positive
14548,barang sesuai dengan pic dan dikemas dengan baik senang berbisnis dengan anda ,positive
14549,fits description processing time was good,positive
14550,pengiriman cepat seller responsive terima kasih banykkkk,positive
14551,sesuai gambar dan produk oke ,positive
14552,produk amp packaging bagus pengirimannya juga cepat ,positive
14553,lebih bagus dr foto pengiriman cepat dan tepat waktu,positive
14554,ternyata gambar tidak sesuai gan sis mohon untuk produknya gunakan real picture,positive
14555,ini recomended parah kece banget jamnya pengirimannya juga cepat responnya gesit packingnya rapi dan aman harus order disini lagi nih,positive
14556,original dpt garansi penggantian baterai seumur hidup thx watch co,positive
14557,tempat terbaik buat beli dan nambah koleksi timex,positive
14558,semoga kedepannya lebih teliti membaca catatan pada pembelian,positive
14559,terimakasih barangnya bagus dan sesuai dengan yang saya inginkan ,positive
14560,bagus pengiriman cepat kemasan pengiriman sangat aman ,positive
14561,produk sesuai dan keren,positive
14562,official store dengan respon untuk memproses pembelian sangat baik dan cepat kalo produk ya kagak usah diulas sih ya ini kan official storenya a k a penjual yg resmi jadi udah jelas kualitasnya terima kasih ,positive
14563,service memuaskan cepat dan terpecaya qualitas produk mudah mudahn sesuai dengan kualitas merknya packingan outstanding savety packaging ,positive
14564,mantap barang di terima dengan selamat gan,positive
14565,barang oke sesuai deskripsi pengiriman jg cepat recomended seller,positive
14566,pengiriman cepat packaging ok bgt double packing gt jadi barang aman sampai tujuan,positive
14567,packing rapih dan aman banget produk orisinil dan kualitas bagus seller nya juga ramah dan responsif ,positive
14568,mantaab barang sampai dengan aman penjual ramah produk original semoga awet ,positive
14569,packing rapih banget sesuai lah ya top,positive
14570,mantap kali kali mantap cuyyy,positive
14571,packing joss kualitas susah tak perlu di ragukan,positive
14572,barangnya dah diterima dgn baik packing rapi ditunggu discount selanjutnya thanxs,positive
14573,kualitas jam sangat bagus sebanding dengan harganya ,positive
14574,barang telah tiba dengan baik kualitas barang sangat bagus sesuai dengan deskripsi terima kasih timex ,positive
14575,packing rapi barang mantapppsss ,positive
14576,sesuai dengan gambar dan pengirimannya aman berlapis lapis,positive
14577,jam nya bagus semoga awet terimakasih ,positive
14578,barang sesuai dengan gambar dan pengiriman cepat sampai tujuan,positive
14579,jam nya bagus terimakasih ,positive
14580,biasa aja tapi bagus sih,positive
14581,barang sampai sangat cepat sesuai deskripsi ori puas banget gan,positive
14582,barang diterima dengan baik amp sesuai deskripsi thanx,positive
14583,keren jam nya makasi klender gratisnya,positive
14584,bagus dan sangat cepattt terima kasihhhh,positive
14585,barang sdh sampai srvice dan respon ramah dan cepat terimakasih ,positive
14586, disc cepat,positive
14587,ada lecet dikit tp overall ok pengiriman cepat n dpt hrg disc,positive
14588,sangat mengecewakan sudah retur untuk perbaikan kembali masih ada cacatnya pula untuk harga segini sangat tidak worth,negative
14589,diterima dgn baik terpasang dengan baik di outlet mkg,positive
14590,pengiriman cepat brg bagus thanks seller,positive
14591,mantaaaaaaaappppppppppp ,positive
14592,kualitas produk bagus pelayanan ramah,positive
14593,produk sesuai dgn gbr n ket respon cpt,positive
14594,sangat puas barangnya bagus,positive
14595,keren dpt discount n trmnya cepat,positive
14596,terimakasih barang sampai dengan selamat ok bgt kualitas nya penjualnya ramah goodluck ya ka,positive
14597,bagus dpt hrg disc pengiriman cepat,positive
14598,kualitas gelang straps emang oke bngt trus pengiriman cepat sampai,positive
14599,bahan kualitas tinggi tapisaya sarankan kalo pesan custom lebihnya g perlu sampe cm dr ukuran tangan cukup sampe cm saja saya pesannya cm lebih besar dari tangan saya jadi agak aneh tapi overall bagus sesuai deskripsi ,positive
14600,mantapp betul cepat dan sesuai,positive
14601,produk bagus original pengiriman cepat penjual respon cepat mantapppp,positive
14602,barang bagus pengiriman cepat tempat strapnya juga bagus terima kasih,positive
14603,barang sesuai respon sangat cepat thnx gan,positive
14604,fast response highly recomended seller ,positive
